variant,pair_id,repo,ground_truth,generated,status,rouge1,rougeL,bertscore
v3_template,4,apache/ambari,"  /**
   * validate cluster name character and length requirements and throw IllegalArgumentException if not valid.
   * <p>
   * Character Requirements
   * <p>
   * A through Z
   * a through z
   * 0 through 9
   * _ (underscore)
   * - (dash)
   * Length Requirements
   * <p>
   * Minimum: 1 character
   * Maximum: 100 characters
   * @see AmbariManagementControllerImpl#CLUSTER_NAME_VALIDATION_REGEXP
   *
   * @param clusterName name to validate
   * @throws IllegalArgumentException if validation result
   */","```java
/**
 * Validates the given cluster name against a predefined pattern.
 * 
 * @param clusterName the cluster name to be validated
 * @throws IllegalArgumentException if the cluster name is null, empty, or does not match the predefined pattern
 */",ok,0.3448,0.2759,0.8418
v3_template,5,apache/flink,"	/**
	 * Reads all the bytes from an input stream. Uses {@code initialSize} as a hint
	 * about how many bytes the stream will have and uses {@code directBufferSize}
	 * to limit the size of the direct buffer used to read.
	 *
	 * @param source
	 *        the input stream to read from
	 * @param initialSize
	 *        the initial size of the byte array to allocate
	 * @param maxDirectBufferSize
	 *        the maximum size of the direct buffer used to read
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read
 * @param charsetName the name of the character set to use for decoding
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.4231,0.3718,0.8532
v3_template,6,ballerina-platform/ballerina-lang,"    /**
     * <p>
     * Parse module variable declaration.
     * </p>
     *
     * <code>
     * module-var-decl := module-init-var-decl | module-no-init-var-decl
     * <br/><br/>
     * module-init-var-decl := metadata isolated-final-quals typed-binding-pattern = expression ;
     * <br/><br/>
     * module-no-init-var-decl := metadata [final] type-descriptor variable-name ;
     * <br/><br/>
     * isolated-final-quals := (final | isolated-qual)*
     * </code>
     *
     * @param metadata           Preceding metadata
     * @param topLevelQualifiers Preceding top level qualifiers
     * @return Parsed node
     */","/**
 * Parses a module variable declaration from the given metadata.
 * 
 * @param metadata the metadata to parse
 * @return the parsed module variable declaration
 */",ok,0.2697,0.2247,0.8075
v3_template,7,DSpace/DSpace,"    /**
     * Deletes an EPerson. The argument cascade defines whether all references
     * on an EPerson should be deleted as well (by either deleting the
     * referencing object - e.g. WorkspaceItem, ResourcePolicy - or by setting
     * the foreign key null - e.g. archived Items). If cascade is set to false
     * and the EPerson is referenced somewhere, this leads to an
     * AuthorizeException. EPersons may be referenced by Items, ResourcePolicies
     * and workflow tasks.
     *
     * @param context DSpace context
     * @param ePerson The EPerson to delete.
     * @param cascade Whether to delete references on the EPerson (cascade =
     * true) or to abort the deletion (cascade = false) if the EPerson is
     * referenced within DSpace.
     *
     * @throws SQLException
     * @throws AuthorizeException
     * @throws IOException
     */","/**
 * Retrieves the count of search results for the given query.
 * 
 * @param context the application context
 * @param query the search query
 * @return the count of search results
 * @throws SQLException if an error occurs while executing the query
 */",ok,0.1958,0.1399,0.8194
v3_template,8,apache/kafka,"    /**
     * Get metadata about partitions for all topics that the user is authorized to view. This method will issue a
     * remote call to the server.
     *
     * @param timeout The maximum time this operation will block
     *
     * @return The map of topics and its partitions
     * @throws org.apache.kafka.common.errors.TimeoutException if time spent blocking exceeds the {@code timeout}
     * @throws org.apache.kafka.common.errors.WakeupException if {@link #wakeup()} is called before or while this
     *             function is called
     * @throws org.apache.kafka.common.errors.InterruptException if the calling thread is interrupted before or while
     *             this function is called
     * @throws org.apache.kafka.common.errors.TimeoutException if the topic metadata could not be fetched before
     *             expiration of the configured request timeout
     * @throws org.apache.kafka.common.KafkaException for any other unrecoverable errors
     */","/**
 * Retrieves the committed offset and metadata for the specified topic partition.
 * 
 * @param partition the topic partition for which to retrieve the committed offset and metadata
 * @return the committed offset and metadata for the specified topic partition
 * @throws Exception if an error occurs while fetching committed offsets
 */",ok,0.2759,0.1724,0.8234
v3_template,9,ReactiveX/RxJava,"    /**
     * Assert that the TestSubscriber contains the given first and optional rest values exactly
     * and if so, clears the internal list of values.
     * <p>
     * <code><pre>
     * TestSubscriber ts = new TestSubscriber();
     * 
     * ts.onNext(1);
     * 
     * ts.assertAndConsume(1);
     * 
     * ts.onNext(2);
     * ts.onNext(3);
     * 
     * ts.assertAndConsume(2, 3); // no mention of 1
     * </pre></code>
     * @param expectedFirstValue the expected first value
     * @param expectedRestValues the optional rest values
     */","/**
 * Asserts that the next values in the sequence match the given expected values and consumes them.
 * 
 * @param expectedFirstValue the first expected value
 * @param expectedRestValues the remaining expected values
 * @throws AssertionError if the expected values do not match the actual sequence
 */",ok,0.3883,0.3107,0.8363
v3_template,10,sleuthkit/autopsy,"    /**
     * Verify the wireless network name is valid
     *
     * SSIDs for wireless networks can be at most 32 characters, are case
     * sensitive, and allow special characters.
     *
     * @param data The string to normalize and validate
     *
     * @return the unmodified data if the data was a valid length to be an SSID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid SSID
     */","/**
 * Normalizes the given USB ID data.
 * 
 * @param data the USB ID data to be normalized
 * @return the normalized USB ID data
 * @throws CorrelationAttributeNormalizationException if the normalization process fails
 */",ok,0.3765,0.3059,0.8393
v3_template,11,ome/bioformats,"  /**
   * Read named table from a pre-initialized .mdb files.
   * Each String[] in a table represents a row, and each element of the String[]
   * represents the value of a particular column within the row.
   *
   * The first row in the table contains the names for each column.
   *
   * {@link #initialize(String)} must be called before calling parseTable.
   *
   * @param name table name
   * @return table data or null if the named table does not exist
   * @throws IOException if there is a problem reading the table data
   */","/**
 * Parses the database into a hierarchical structure of tables, where each table is represented as a Vector of rows, and each row is represented as a Vector of column values.
 *
 * @param  none
 * @return a Vector of Vector of String arrays, where each inner Vector represents a table and each String array represents a row in the table
 * @throws IOException if an I/O error occurs during database parsing
 */",ok,0.443,0.2685,0.8655
v3_template,12,apache/kafka,"    /**
     * Get the consumer's current lag on the partition. Returns an ""empty"" {@link OptionalLong} if the lag is not known,
     * for example if there is no position yet, or if the end offset is not known yet.
     *
     * <p>
     * This method uses locally cached metadata and never makes a remote call.
     *
     * @param topicPartition The partition to get the lag for.
     *
     * @return This {@code Consumer} instance's current lag for the given partition.
     *
     * @throws IllegalStateException if the {@code topicPartition} is not assigned
     **/","/**
 * Retrieves the end offsets for the specified topic partitions within the given timeout.
 * 
 * @param partitions a collection of topic partitions to retrieve end offsets for
 * @param timeout the maximum time to wait for the operation to complete
 * @return a map of topic partitions to their corresponding end offsets
 * @throws Exception if an error occurs while retrieving end offsets",ok,0.3043,0.2029,0.8352
v3_template,13,realm/realm-java,"    /**
     * Asynchronously returns a distinct set of objects of a specific class. If the result is
     * sorted, the first object will be returned in case of multiple occurrences, otherwise it is
     * undefined which object is returned.
     *
     * @param fieldName the field name.
     * @return immediately a {@link RealmResults}. Users need to register a listener
     * {@link io.realm.RealmResults#addChangeListener(RealmChangeListener)} to be notified when the
     * query completes.
     * @throws IllegalArgumentException if a field is null, does not exist, is an unsupported type,
     * is not indexed, or points to linked fields.
     */","/**
 * Returns a list of unique objects from the collection based on the specified field.
 * 
 * @param fieldName the name of the field to use for uniqueness
 * @return a list of unique objects from the collection
 */",ok,0.3167,0.2167,0.8431
v3_template,14,realm/realm-java,"    /**
     * Returns a distinct set of objects from a specific class. When multiple distinct fields are
     * given, all unique combinations of values in the fields will be returned. In case of multiple
     * matches, it is undefined which object is returned. Unless the result is sorted, then the
     * first object will be returned.
     *
     * @param firstFieldName first field name to use when finding distinct objects.
     * @param remainingFieldNames remaining field names when determining all unique combinations of field values.
     * @return a non-null {@link RealmResults} containing the distinct objects.
     * @throws IllegalArgumentException if field names is empty or {@code null}, does not exist,
     * is an unsupported type, or points to a linked field.
     */","/**
 * Returns a RealmResults containing unique values for the specified field.
 * 
 * @param fieldName the name of the field to retrieve unique values for
 * @return a RealmResults containing unique values for the specified field
 * @throws IllegalArgumentException if the field name is null or empty
 */",ok,0.4,0.3333,0.854
v3_template,15,DSpace/DSpace,"    /**
     * This method will generate a short lived token to be used for bitstream downloads among other things.
     *
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     *
     * Example:
     * <pre>
     * {@code
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     * }
     * </pre>
     * @param request The StandardMultipartHttpServletRequest
     * @return        The created short lived token
     */","/**
 * Retrieves a short-lived authentication token for the given HTTP request.
 * 
 * @param request the HTTP request containing authentication information
 * @return the short-lived authentication token as a resource
 * @throws Exception if an error occurs during authentication token retrieval
 */",ok,0.297,0.2772,0.8123
v3_template,16,vaadin/flow,"    /**
     * Runs the Vite build
     *
     * @param adapter
     *            - the PluginAdapterBase.
     * @throws TimeoutException
     *             - while run webpack
     * @throws InterruptedException
     *             - while run webpack
     * @throws IOException
     *             - while run webpack
     * @throws URISyntaxException
     *             - while parsing nodeDownloadRoot()) to URI
     */","/**
 * Runs the Webpack build tool for the given plugin adapter.
 * 
 * @param adapter the plugin adapter to use for the build
 * @throws IOException if an I/O error occurs
 * @throws InterruptedException if the build is interrupted
 * @throws TimeoutException if the build times out
 * @throws URISyntaxException if a URI syntax error occurs
 */",ok,0.425,0.325,0.8238
v3_template,17,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of personas associated with accounts matching the given partial account identifier.
 * 
 * @param partialName the partial account identifier to search for
 * @return a collection of personas
 * @throws CentralRepoException if an error occurs while executing the SQL query
 */",ok,0.4082,0.3469,0.8519
v3_template,18,sleuthkit/autopsy,"    /**
     * Convert a geo result taken from the Geolocation and convert to a stream
     * of tuples where each tuple represents a point with the closest city and
     * the time stamp in seconds from epoch.
     *
     * @param geoResult The result from the Geolocation API.
     * @param cityMapper The means of mapping a point to the closest city.
     * @return A list of tuples where each tuple represents a point to be
     * counted with a combination of the closest city and the timestamp.
     * @throws IOException
     */","/**
 * Initializes a GeolocationSummary object with a ClosestCityMapper supplier and a SleuthkitCaseProvider.
 * 
 * @param cityMapper a supplier of ClosestCityMapper instances that may throw IOException
 * @param provider the SleuthkitCaseProvider instance
 */",ok,0.2453,0.1698,0.8357
v3_template,19,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of Persona objects based on a partial account identifier.
 * 
 * @param partialName the partial account identifier to search for
 * @return a collection of Persona objects matching the search criteria
 * @throws CentralRepoException if an error occurs during the database query
 */",ok,0.38,0.34,0.8464
v3_template,20,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","```java
/**
 * Returns a map containing string keys and integer values.
 * 
 * @return a map containing string keys and integer values
 */
```",ok,0.0288,0.0288,0.7905
v3_template,21,openjdk/jdk,"    /**
     * Creates a new List from a trusted array, checking for and rejecting null
     * elements.
     *
     * <p>A trusted array has no references retained by the caller. It can therefore be
     * safely reused as the List's internal storage, avoiding a defensive copy. Declared
     * with Object... instead of E... as the parameter type so that varargs calls don't
     * accidentally create an array of type other than Object[].
     *
     * @param <E> the List's element type
     * @param input the input array
     * @return the new list
     */","/**
 * Returns a copy of the specified collection as a list.
 * 
 * @param coll the collection to be copied
 * @return a list containing all elements from the specified collection
 * @throws NullPointerException if the specified collection is null
 * @throws ClassCastException if the specified collection is not a Collection or not a subclass of AbstractImmutableList
 */",ok,0.3158,0.1504,0.8257
v3_template,22,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Creates a new BatchMessageAcker instance with the given batch size.
 * 
 * @param batchSize the size of the batch
 * @return a new BatchMessageAcker instance
 */",ok,0.0845,0.0704,0.7955
v3_template,23,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Initializes a new instance of the KeyValue class with the specified key and value.
 * 
 * @param key the key of the key-value pair
 * @param value the value of the key-value pair
 */",ok,0.1447,0.1184,0.7945
v3_template,24,VoltDB/voltdb,"    /**
    * This method parses a batch of SQL statements passed in as a string
    * and verifies that they're all DDL statements.  If there are any statements
    * that are not allowed in a DDL batch, this method will indicate the position
    * and text of the first such statement.
    *
    * @param batch  A string containing one or more SQL statements
    * @return Optional.absent() if all valid statements, or an
    *   optional pair:
    *     first  - the offset of the first invalid statement in the batch
    *              (0 if it's the first stmt, 1 if it's the second, etc)
    *     second - the text of the invalid statement
    */","/**
 * Finds the first non-DDL statement in a given DDL batch, returning its index and statement if found.
 * 
 * @param batch the DDL batch to search
 * @return the index and statement of the first non-DDL statement, or an empty Optional if the batch is valid
 */",ok,0.4138,0.2621,0.8516
v4_persona,0,apache/flink,"	/**
	 * Configures how to partition records from Flink's partitions into Kafka's partitions.
	 *
	 * <p>This strategy ensures that each Flink partition ends up in one Kafka partition.
	 *
	 * <p>Note: One Kafka partition can contain multiple Flink partitions. Examples:
	 *
	 * <p>More Flink partitions than Kafka partitions. Some (or all) Kafka partitions contain
	 * the output of more than one flink partition:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    --------------/
	 *         3    -------------/
	 *         4    ------------/
	 * </pre>
	 *
	 *
	 * <p>Fewer Flink partitions than Kafka partitions:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    ----------------&gt;    2
	 *                                      3
	 *                                      4
	 *                                      5
	 * </pre>
	 *
	 * @see org.apache.flink.streaming.connectors.kafka.partitioner.FlinkFixedPartitioner
	 */","/**
 * Starts the Kafka instance from a specific offset in a specified partition.
 * 
 * @param partition the partition number to start from
 * @param specificOffset the specific offset to start from in the specified partition
 * @return this instance for method chaining
 */",ok,0.1429,0.1,0.766
v4_persona,1,sleuthkit/autopsy,"    /**
     * Verify the ICCID (Integrated Circuit Card Identifier) number and
     * normalize format.
     *
     * E.118 defines as up to 22 digits long including luhn check digit while
     * GSM Phase 1 defines it as a 20 digit operator specific structure. They
     * begin with 89 which is the ISO 7812 Major Industry Identifier for
     * telecommunication, followed by a contry code of 1-3 digits as definted by
     * ITU-T E.164, followed by issuer identifier 1-4 digits, followed by 1 luhn
     * checksum digit (sometimes omitted). The hexidecimal digit F is used as
     * filler when necessary in GSM Phase 1 specification.
     *
     * 18 digits appears to be the shortest ICCID in use.
     *
     * @param data The string to normalize and validate
     *
     * @return the data with common number seperators removed and lower cased if
     *         the data was determined to be a possible ICCID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid ICCID
     */","/**
 * Normalizes the given USB ID data.
 * 
 * @param data the USB ID data to be normalized
 * @throws CorrelationAttributeNormalizationException if an error occurs during normalization
 */",ok,0.1538,0.1302,0.808
v4_persona,2,realm/realm-java,"    /**
     * Links the current user with a new user identity represented by the given credentials.
     * <p>
     * Linking a user with more credentials, mean the user can login either of these credentials.
     * It also makes it possible to ""upgrade"" an anonymous user by linking it with e.g.
     * Email/Password credentials.
     * <pre>
     * {@code
     * // Example
     * RealmApp app = new RealmApp(""app-id"")
     * RealmUser user = app.login(RealmCredentials.anonymous());
     * app.linkUser(RealmCredentials.emailPassword(""email"", ""password""));
     * }
     * </pre>
     * <p>
     * Note: It is not possible to link two existing users of MongoDB Realm. The provided credentials
     * must not have been used by another user.
     *
     * @param credentials the credentials to link with the current user.
     * @throws IllegalStateException if no user is currently logged in.
     * @return the {@link io.realm.RealmUser} the credentials were linked to.
     */","/**
 * Switches the current user to the specified RealmUser instance.
 * 
 * @param user the RealmUser instance to switch to
 * @return the switched RealmUser instance
 * @throws NullPointerException if the user parameter is null
 */",ok,0.2436,0.1795,0.8267
v4_persona,3,apache/flink,"	/**
	 * Reads all the bytes from a file. The method ensures that the file is
	 * closed when all bytes have been read or an I/O error, or other runtime
	 * exception, is thrown.
	 *
	 * <p>This is an implementation that follow {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)},
	 * and the difference is that it limits the size of the direct buffer to avoid
	 * direct-buffer OutOfMemoryError. When {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)}
	 * or other interfaces in java API can do this in the future, we should remove it.
	 *
	 * @param path
	 *        the path to the file
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated, for
	 *         example the file is larger that {@code 2GB}
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read from
 * @param charsetName the character set to use for decoding the file contents
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.3518,0.2814,0.8454
v4_persona,4,apache/ambari,"  /**
   * validate cluster name character and length requirements and throw IllegalArgumentException if not valid.
   * <p>
   * Character Requirements
   * <p>
   * A through Z
   * a through z
   * 0 through 9
   * _ (underscore)
   * - (dash)
   * Length Requirements
   * <p>
   * Minimum: 1 character
   * Maximum: 100 characters
   * @see AmbariManagementControllerImpl#CLUSTER_NAME_VALIDATION_REGEXP
   *
   * @param clusterName name to validate
   * @throws IllegalArgumentException if validation result
   */","```java
/**
 * Validates a cluster name by checking for null, empty, and invalid characters.
 *
 * @param clusterName the name of the cluster to validate
 * @throws IllegalArgumentException if the cluster name is invalid
 */
public static void validateClusterName(String clusterName) {
    // method implementation...
}
```",ok,0.3516,0.2857,0.8455
v4_persona,5,apache/flink,"	/**
	 * Reads all the bytes from an input stream. Uses {@code initialSize} as a hint
	 * about how many bytes the stream will have and uses {@code directBufferSize}
	 * to limit the size of the direct buffer used to read.
	 *
	 * @param source
	 *        the input stream to read from
	 * @param initialSize
	 *        the initial size of the byte array to allocate
	 * @param maxDirectBufferSize
	 *        the maximum size of the direct buffer used to read
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read
 * @param charsetName the character set to use for decoding the file contents
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.4103,0.3462,0.8512
v4_persona,6,ballerina-platform/ballerina-lang,"    /**
     * <p>
     * Parse module variable declaration.
     * </p>
     *
     * <code>
     * module-var-decl := module-init-var-decl | module-no-init-var-decl
     * <br/><br/>
     * module-init-var-decl := metadata isolated-final-quals typed-binding-pattern = expression ;
     * <br/><br/>
     * module-no-init-var-decl := metadata [final] type-descriptor variable-name ;
     * <br/><br/>
     * isolated-final-quals := (final | isolated-qual)*
     * </code>
     *
     * @param metadata           Preceding metadata
     * @param topLevelQualifiers Preceding top level qualifiers
     * @return Parsed node
     */","/**
 * Parses a module variable declaration from the given metadata.
 * 
 * @param metadata the metadata to parse
 * @return the parsed module variable declaration
 * @throws NullPointerException if the metadata is null
 * @throws IllegalArgumentException if the metadata is not a valid module variable declaration
 */",ok,0.2593,0.1852,0.7926
v4_persona,7,DSpace/DSpace,"    /**
     * Deletes an EPerson. The argument cascade defines whether all references
     * on an EPerson should be deleted as well (by either deleting the
     * referencing object - e.g. WorkspaceItem, ResourcePolicy - or by setting
     * the foreign key null - e.g. archived Items). If cascade is set to false
     * and the EPerson is referenced somewhere, this leads to an
     * AuthorizeException. EPersons may be referenced by Items, ResourcePolicies
     * and workflow tasks.
     *
     * @param context DSpace context
     * @param ePerson The EPerson to delete.
     * @param cascade Whether to delete references on the EPerson (cascade =
     * true) or to abort the deletion (cascade = false) if the EPerson is
     * referenced within DSpace.
     *
     * @throws SQLException
     * @throws AuthorizeException
     * @throws IOException
     */","/**
 * Retrieves the count of search results based on the provided query and metadata fields.
 * 
 * @param context the application context
 * @param query the search query (may be null)
 * @return the count of search results
 * @throws SQLException if an error occurs while searching
 */",ok,0.2432,0.1622,0.8179
v4_persona,8,apache/kafka,"    /**
     * Get metadata about partitions for all topics that the user is authorized to view. This method will issue a
     * remote call to the server.
     *
     * @param timeout The maximum time this operation will block
     *
     * @return The map of topics and its partitions
     * @throws org.apache.kafka.common.errors.TimeoutException if time spent blocking exceeds the {@code timeout}
     * @throws org.apache.kafka.common.errors.WakeupException if {@link #wakeup()} is called before or while this
     *             function is called
     * @throws org.apache.kafka.common.errors.InterruptException if the calling thread is interrupted before or while
     *             this function is called
     * @throws org.apache.kafka.common.errors.TimeoutException if the topic metadata could not be fetched before
     *             expiration of the configured request timeout
     * @throws org.apache.kafka.common.KafkaException for any other unrecoverable errors
     */","```java
/**
 * Retrieves the committed offset and metadata for the specified topic partition.
 * 
 * @param partition the topic partition for which to retrieve the committed offset and metadata
 * @return the committed offset and metadata for the specified topic partition
 * @throws CoordinatorException if an error occurs while fetching committed offsets from the coordinator
 */
```",ok,0.2809,0.1798,0.8187
v4_persona,9,ReactiveX/RxJava,"    /**
     * Assert that the TestSubscriber contains the given first and optional rest values exactly
     * and if so, clears the internal list of values.
     * <p>
     * <code><pre>
     * TestSubscriber ts = new TestSubscriber();
     * 
     * ts.onNext(1);
     * 
     * ts.assertAndConsume(1);
     * 
     * ts.onNext(2);
     * ts.onNext(3);
     * 
     * ts.assertAndConsume(2, 3); // no mention of 1
     * </pre></code>
     * @param expectedFirstValue the expected first value
     * @param expectedRestValues the optional rest values
     */","/**
 * Asserts that the list of values matches the expected values and consumes the list.
 * 
 * @param expectedFirstValue the first expected value
 * @param expectedRestValues the remaining expected values
 * 
 * @throws AssertionError if the list of values does not match the expected values
 */",ok,0.4314,0.3333,0.844
v4_persona,10,sleuthkit/autopsy,"    /**
     * Verify the wireless network name is valid
     *
     * SSIDs for wireless networks can be at most 32 characters, are case
     * sensitive, and allow special characters.
     *
     * @param data The string to normalize and validate
     *
     * @return the unmodified data if the data was a valid length to be an SSID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid SSID
     */","/**
 * Normalizes the given USB ID data.
 * 
 * @param data the USB ID data to be normalized
 * @throws CorrelationAttributeNormalizationException if the normalization process fails
 */",ok,0.3291,0.2785,0.8405
v4_persona,11,ome/bioformats,"  /**
   * Read named table from a pre-initialized .mdb files.
   * Each String[] in a table represents a row, and each element of the String[]
   * represents the value of a particular column within the row.
   *
   * The first row in the table contains the names for each column.
   *
   * {@link #initialize(String)} must be called before calling parseTable.
   *
   * @param name table name
   * @return table data or null if the named table does not exist
   * @throws IOException if there is a problem reading the table data
   */","```java
/**
 * Parses the database into a hierarchical structure of tables, where each table is a Vector of rows, and each row is a Vector of column values.
 *
 * @param none
 * @return a Vector of tables, where each table is a Vector of rows, and each row is a Vector of String arrays
 * @throws IOException if an I/O error occurs while parsing the database
 */",ok,0.4028,0.25,0.8614
v4_persona,12,apache/kafka,"    /**
     * Get the consumer's current lag on the partition. Returns an ""empty"" {@link OptionalLong} if the lag is not known,
     * for example if there is no position yet, or if the end offset is not known yet.
     *
     * <p>
     * This method uses locally cached metadata and never makes a remote call.
     *
     * @param topicPartition The partition to get the lag for.
     *
     * @return This {@code Consumer} instance's current lag for the given partition.
     *
     * @throws IllegalStateException if the {@code topicPartition} is not assigned
     **/","/**
 * Retrieves the end offsets for the specified topic partitions within the given timeout.
 * 
 * @param partitions a collection of topic partitions to retrieve end offsets for
 * @param timeout the maximum time to wait for end offsets to be retrieved
 * @return a map of topic partitions to their corresponding end offsets
 * @throws TimeoutException if the end offsets cannot be retrieved within the given timeout
 * @throws KafkaException if an error occurs while retrieving end offsets
 */",ok,0.3026,0.2105,0.8313
v4_persona,13,realm/realm-java,"    /**
     * Asynchronously returns a distinct set of objects of a specific class. If the result is
     * sorted, the first object will be returned in case of multiple occurrences, otherwise it is
     * undefined which object is returned.
     *
     * @param fieldName the field name.
     * @return immediately a {@link RealmResults}. Users need to register a listener
     * {@link io.realm.RealmResults#addChangeListener(RealmChangeListener)} to be notified when the
     * query completes.
     * @throws IllegalArgumentException if a field is null, does not exist, is an unsupported type,
     * is not indexed, or points to linked fields.
     */","/**
 * Returns a RealmResults of unique objects based on the specified field name.
 * 
 * @param fieldName the name of the field to use for uniqueness
 * @return a RealmResults of unique objects
 * @throws IllegalArgumentException if the field name is null or empty
 * @throws RealmException if an error occurs while executing the query
 */",ok,0.4593,0.2815,0.8554
v4_persona,14,realm/realm-java,"    /**
     * Returns a distinct set of objects from a specific class. When multiple distinct fields are
     * given, all unique combinations of values in the fields will be returned. In case of multiple
     * matches, it is undefined which object is returned. Unless the result is sorted, then the
     * first object will be returned.
     *
     * @param firstFieldName first field name to use when finding distinct objects.
     * @param remainingFieldNames remaining field names when determining all unique combinations of field values.
     * @return a non-null {@link RealmResults} containing the distinct objects.
     * @throws IllegalArgumentException if field names is empty or {@code null}, does not exist,
     * is an unsupported type, or points to a linked field.
     */","/**
 * Returns a RealmResults containing unique values for the specified field.
 * 
 * @param fieldName the name of the field to retrieve unique values for
 * @return a RealmResults containing unique values for the specified field
 * @throws IllegalArgumentException if the field name is null or empty
 * @throws RealmException if an error occurs while retrieving unique values
 */",ok,0.3875,0.3125,0.8534
